t,2024_EU27.Elec,2025_EU27.Elec,2026_EU27.Elec,2027_EU27.Elec,2028_EU27.Elec,2029_EU27.Elec,2030_EU27.Elec,2031_EU27.Elec,2032_EU27.Elec,2033_EU27.Elec,2034_EU27.Elec,2035_EU27.Elec,2036_EU27.Elec,2037_EU27.Elec,2038_EU27.Elec,2039_EU27.Elec,2040_EU27.Elec,2041_EU27.Elec,2042_EU27.Elec,2043_EU27.Elec,2044_EU27.Elec,2045_EU27.Elec,2046_EU27.Elec,2047_EU27.Elec,2048_EU27.Elec,2049_EU27.Elec,2050_EU27.Elec
6141,262730.41766807274,276784.73954100267,290839.0614139326,304893.3832868625,318947.70515979244,333012.57040997135,322926.49643950537,331494.324086114,340066.08978955884,348637.85549300374,357209.6211964486,365781.3868998935,374363.69598058745,382935.46168403234,391507.2273874772,400078.9930909221,372646.026315151,384917.61660684616,397190.10772469343,409462.5988425407,421735.089960388,434007.5810782353,446280.0721960826,458552.56331392983,470825.05443177716,483129.1756813715,428374.2032678422
6142,247858.66833903064,261117.45099065904,274376.23364228744,287635.0162939158,300893.79894554423,314162.5281708047,304647.3723495743,312730.22156777815,320816.7859306992,328903.3502936204,336989.91465654154,345076.47901946265,353172.98995601595,361259.5543189371,369346.1186818582,377432.68304477935,351552.54828923,363129.5101617774,374707.32186957594,386285.13357737445,397862.94528517296,409440.7569929715,421018.5687007701,432596.3804085686,444174.1921163671,455781.84354506206,404126.2542615112
6143,231676.8151631614,244069.97679133643,256463.1384195115,268856.30004768656,281249.4616758616,293651.92049955664,284757.97698240454,292313.12434467504,299871.7443024442,307430.3642602134,314988.98421798256,322547.6041757518,330115.521329041,337674.14128681016,345232.7612445793,352791.3812023485,328600.87281166436,339422.01404457225,350243.9496298654,361065.8852151585,371887.8208004517,382709.75638574484,393531.691971038,404353.6275563311,415175.56314162427,426025.39031347743,377742.21954206063
6144,220098.88251318308,231872.7021042611,243646.52169533912,255420.34128641713,267194.16087749513,278976.81304140965,270527.33989114244,277704.92255295115,284885.80426903995,292066.6859851288,299247.56770121766,306428.4494173065,313618.16370623186,320799.0454223207,327979.9271384095,335160.8088544984,312179.2089889026,322459.569115586,332740.68389729253,343021.79867899907,353302.9134607056,363584.02824241214,373865.1430241187,384146.2578058252,394427.37258753175,404734.9850877478,358864.741561231
6145,213138.59557641478,224540.08632256676,235941.5770687187,247343.06781487068,258744.55856102266,270154.6025635483,261972.33094069848,268922.9336457345,275876.73107755854,282830.5285093827,289784.32594120683,296738.1233730309,303700.4740612288,310654.2714930529,317608.068924877,324561.8663567011,302307.02406253904,312262.28369130986,322218.2741103053,332174.2645293007,342130.2549482961,352086.24536729156,362042.235786287,371998.2262052824,381954.21662427776,391935.86681239435,347516.19883246114
6146,208658.07808606047,219819.89108372162,230981.7040813828,242143.51707904396,253305.3300767051,264475.5165274778,256465.24946822127,263269.7392794184,270077.3566590872,276884.974038756,283692.59141842485,290500.20879809366,297316.199630874,304123.8170105428,310931.4343902116,317739.0517698804,295952.04220152943,305698.02619550924,315444.72561732295,325191.42503913655,334938.1244609502,344684.82388276386,354431.5233045775,364178.22272639116,373924.9221482048,383696.74192935304,340210.8471065601
6147,206825.05696740546,217888.81558282147,228952.57419823747,240016.33281365348,251080.09142906946,262152.1499384205,254212.25153596542,260956.96521177396,267704.77898096613,274452.59275015834,281200.40651935054,287948.2202885428,294704.33395167004,301452.14772086224,308199.96149005444,314947.77525924664,293352.1603831954,303012.5277806508,312673.6043210441,322334.68086143734,331995.75740183063,341656.8339422239,351317.9104826172,360978.98702301044,370640.06356340373,380326.03978560213,337222.1601922455
6148,209280.59094792244,220475.70422428107,231670.81750063968,242865.9307769983,254061.04405335695,265264.5557642815,257230.39078399987,264055.1811867904,270883.10848887556,277711.03579096077,284538.9630930459,291366.89039513114,298203.2161317823,305031.14343386743,311859.0707359526,318686.9980380378,296834.98885978817,306610.04913225863,316385.8269669784,326161.6048016981,335937.38263641787,345713.1604711377,355488.9383058574,365264.71614057716,375040.4939752969,384841.46711371443,341225.83598219533
6149,218281.52694096928,229958.13015186507,241634.73336276086,253311.33657365665,264987.93978455244,276673.30263776693,268293.5967527242,275411.91414386674,282533.5033490117,289655.0925541567,296776.6817593017,303898.2709644467,311028.61981191044,318150.20901705546,325271.7982222004,332393.3874273454,309601.54653779365,319797.02177298075,329993.24543200753,340189.46909103426,350385.69275006105,360581.91640908783,370778.1400681146,380974.36372714135,391170.58738616813,401393.0899721512,355901.59685872076
6150,230283.59926727312,242602.2331539971,254920.8670407211,267239.5009274451,279558.1348141691,291886.00998662953,283045.55124945636,290555.26484057686,298068.4301443327,305581.5954480886,313094.7607518445,320607.9260556004,328130.3326450928,335643.4979488487,343156.66325260454,350669.82855636044,326624.79264550033,337380.85966730636,348137.7162645657,358894.57286182506,369651.4294590844,380408.2860563438,391165.14265360316,401921.99925086246,412678.85584812186,423463.43630259065,375470.6220822825
6151,245407.9281869328,258535.61261540835,271663.2970438839,284790.9814723594,297918.6659008349,311056.19855468813,301635.125278889,309638.0541002992,317644.66133237013,325651.26856444107,333657.87579651206,341664.48302858305,349680.9384860317,357687.54571810266,365694.1529501736,373700.7601822446,348076.5191818427,359539.01208911045,371002.3464287545,382465.6807683985,393929.0151080426,405392.34944768663,416855.6837873307,428319.0181269747,439782.3524666187,451275.23148239584,400130.39466752333
6152,257086.60732622855,270839.02305582695,284591.4387854254,298343.85451502376,312096.2702446222,325859.00286524056,315989.59162110963,324373.3705583672,332761.00295758963,341148.63535681204,349536.2677560345,357923.90015525697,366321.8494454993,374709.48184472177,383097.1142439442,391484.7466431666,364641.07768441556,376649.05735647306,388657.9185036993,400666.7796509255,412675.6407981517,424684.5019453779,436693.36309260415,448702.22423983034,460711.0853870566,472750.8972073426,419172.1368301573
6153,262777.2050529813,276834.02973838703,290890.8544237927,304947.6791091984,319004.50379460404,333071.8737348375,322984.00362280075,331553.3570396399,340126.6492146097,348699.94138957956,357273.2335645495,365846.52573951933,374430.36316931696,383003.6553442868,391576.9475192566,400150.2396942265,372712.3876189643,384986.1632519059,397260.83987141994,409535.51649093395,421810.19311044796,434084.869729962,446359.5463494761,458634.2229689901,470908.8995885041,483215.2119725014,428450.48872009816
6154,265509.75383286376,279712.75162006257,293915.74940726144,308118.74719446024,322321.74498165905,336535.39768092625,326342.62654765864,335001.09034307435,343663.5338546967,352325.9773663191,360988.4208779415,369650.8643895639,378323.96281325474,386986.4063248771,395648.84983649943,404311.29334812186,376588.12250178994,388989.5297937393,401391.84744137584,413794.16508901224,426196.48273664876,438598.8003842853,451001.11803192174,463403.4356795582,475805.75332719466,488240.0357110364,432905.8289767087
6155,264118.54487704777,278247.1222806797,292375.6996843117,306504.2770879436,320632.85449157556,334772.030978031,324632.667579434,333245.7630514571,341862.8173869055,350479.871722354,359096.9260578024,367713.9803932509,376341.63381152274,384958.6881469712,393575.7424824196,402192.7968178681,374614.8888969401,386951.315717776,399288.6481242483,411625.9805307206,423963.3129371929,436300.64534366527,448637.97775013756,460975.31015660986,473312.64256308216,485681.77221802477,430637.5037735733
6156,257725.57519437064,271512.1714355559,285298.76767674123,299085.3639179265,312871.96015911177,326668.89893311117,316774.95806945604,325179.5742078819,333588.053385739,341996.5325635962,350405.0117414534,358813.4909193106,367232.3126299819,375640.79180783906,384049.27098569623,392457.75016355346,365547.3634472884,377585.18797688844,389623.8961724921,401662.60436809575,413701.3125636994,425740.02075930306,437778.72895490675,449817.4371505103,461856.145346114,473925.88114015997,420213.95510859863
6157,251476.96252343536,264929.29973775934,278381.6369520833,291833.9741664073,305286.3113807313,318748.74037091,309094.6802571552,317295.52464783227,325500.13841770875,333704.7521875852,341909.36595746176,350113.9797273383,358328.68527306954,366533.2990429461,374737.91281282256,382942.52658269904,356684.58805008134,368430.5529036309,380177.3799985095,391924.20709338796,403671.03418826655,415417.86128314515,427164.6883780237,438911.5154729022,450658.3425677808,462435.44499022345,410025.7762970269
6158,247736.81568847888,260989.08003747932,274241.34438647976,287493.60873548023,300745.8730844807,314008.0791171638,304497.60115112,312576.47666685923,320659.0655008707,328741.6543348822,336824.2431688938,344906.8320029053,352999.3625205995,361081.9513546111,369164.54018862254,377247.12902263406,351379.71749777795,362950.98788695317,374523.10769358225,386095.2275002113,397667.34730684035,409239.4671134694,420811.58692009846,432383.7067267275,443955.82653335657,455557.7713910336,403927.5771058187
6159,247240.57835457925,260466.29732189953,273692.01628921984,286917.7352565401,300143.4542238604,313379.09496084857,303887.66726885,311950.36012866994,320016.7588686785,328083.157608687,336149.5563486956,344215.9550887041,352292.2755983806,360358.67433838913,368425.0730783976,376491.4718184062,350675.87485851214,362223.9670359557,373772.90692939964,385321.8468228436,396870.78671628755,408419.72660973156,419968.6665031755,431517.60639661946,443066.5462900634,454645.25149251113,403118.47675715043
6160,251260.19397249667,264700.9355177167,278141.6770629367,291582.4186081568,305023.1601533768,318473.984775525,308828.2462853517,317022.02169787185,325219.56324045535,333417.1047830389,341614.6463256225,349812.18786820606,358019.8124877178,366217.3540303013,374414.8955728849,382612.43711546843,356377.13244652253,368112.972492793,379849.67403715616,391586.3755815193,403323.0771258825,415059.7786702457,426796.4802146089,438533.18175897206,450269.8833033352,462036.8340784829,409672.3415629521
6161,255408.93858767365,269071.61024935223,282734.2819110308,296396.95357270946,310059.62523438805,323732.5464622044,313927.53998378426,322256.6089383622,330589.5062083882,338922.4034784142,347255.30074844026,355588.1980184663,363931.3448546301,372264.24212465616,380597.1393946822,388930.0366647082,362261.5412971006,374191.1605585613,386121.6555429529,398052.1505273443,409982.6455117359,421913.14049612737,433843.6354805189,445774.13046491035,457704.6254493019,469665.8691321068,416436.74739331723
6162,261985.64315839298,276000.1245713766,290014.60598436015,304029.0873973437,318043.5688103273,332068.563712743,322011.0812196652,330554.6212345212,339102.088142815,347649.5550511088,356197.02195940266,364744.4888676965,373302.4692654224,381849.9361737162,390397.40308201,398944.86999030376,371589.66876052786,383826.47218695015,396064.1738859096,408301.87558486895,420539.5772838284,432777.2789827878,445014.9806817472,457252.6823807066,469490.384079666,481759.6262469217,427159.8703785255
6163,262426.88462737255,276464.96951072617,290503.0543940797,304541.1392774333,318579.22416078683,332627.84024060203,322553.418734012,331111.34795012727,339673.2106734329,348235.07339673856,356796.93612004427,365358.7988433499,373931.1927631172,382493.0554864229,391054.9182097285,399616.7809330342,372215.5075252971,384472.9204212094,396731.23310254747,408989.5457838854,421247.85846522346,433506.17114656145,445764.48382789944,458022.79650923744,470281.10919057543,482571.01546129835,427879.30159018544
6164,251380.5818421426,264827.76333399926,278274.9448258559,291722.1263177126,305169.30780956923,318626.5772095218,308976.21709628263,317173.91844370984,325375.3877256899,333576.85700767004,341778.3262896501,349979.79557163024,358191.3527617062,366392.82204368635,374594.29132566636,382795.7606076465,356547.88565293956,368289.34876571863,380031.6737893654,391773.99881301215,403516.3238366589,415258.6488603057,427000.97388395254,438743.29890759924,450485.62393124605,462258.21267918055,409868.6304365451
6165,240284.58113332096,253138.2007268326,265991.82032034424,278845.4399138559,291699.05950736755,304562.3217262307,295337.93088186736,303173.78367561876,311013.23808636516,318852.69249711157,326692.146907858,334531.60131860443,342380.6983547023,350220.1527654487,358059.60717619513,365899.06158694153,340809.7742883225,352032.9663315254,363256.98224063835,374480.9981497513,385705.0140588642,396929.0299679772,408153.04587709013,419377.06178620306,430601.07769531605,441854.0214804834,391776.9282831004
6166,229006.1391092051,241256.43741301226,253506.73571681938,265757.03402062657,278007.3323244337,290266.820649474,281475.4028941672,288943.45759189845,296414.9448544605,303886.4321170225,311357.9193795846,318829.40664214664,326310.0839259419,333781.57118850393,341253.05845106597,348724.545713628,324812.89566035033,335509.29518033867,346206.4798957412,356903.66461114364,367600.84932654613,378298.0340419487,388995.21875735116,399692.4034727536,410389.58818815614,421114.3429672581,373387.7609416659
6167,214700.22323021968,226185.25062160307,237670.27801298647,249155.30540436986,260640.3327957533,272133.97611166135,263891.7544755226,270893.28298010904,277898.0296186647,284902.77625722036,291907.522895776,298912.2695343317,305925.6320974121,312930.37873596774,319935.12537452334,326939.872013079,304521.97254448244,314550.1725466054,324579.10869331984,334608.04484003416,344636.9809867486,354665.91713346296,364694.85328017734,374723.7894268917,384752.7255736061,394807.50949389447,350062.38670038
6168,204523.41058608267,215464.0464988901,226404.68241169752,237345.31832450494,248285.95423731237,259234.7976789366,251383.258195338,258052.91352931602,264725.6344573823,271398.35538544867,278071.076313515,284743.7972415814,291424.72569846455,298097.4466265309,304770.1675545972,311442.88848266355,290087.5997525866,299640.4620440911,309194.0255868577,318747.58912962425,328301.1526723908,337854.7162151574,347408.27975792397,356961.8433006905,366515.4068434571,376093.5929726741,333469.3935976706
6169,199049.10583205242,209696.90301789957,220344.70020374676,230992.49738959395,241640.29457544113,252296.0796061389,244654.69562404673,251145.82994765282,257639.94781118896,264134.06567472516,270628.1835382614,277122.3014017976,283624.4071101844,290118.5249737206,296612.6428372568,303106.760700793,282323.07088100095,291620.239805633,300918.09121172916,310215.94261782523,319513.79402392136,328811.6454300175,338109.49683611357,347407.34824220964,356705.1996483058,366027.0145889537,324543.7010255385
6170,194222.58616629237,204612.19679912948,215001.8074319666,225391.41806480367,235781.02869764078,246178.43348699165,238722.33689872635,245056.07494901077,251392.72419469457,257729.3734403784,264066.02268606226,270402.6719317461,276747.11533394374,283083.7645796276,289420.4138253114,295757.0630709952,275477.33375493396,284549.06600421376,293621.464186226,302693.8623682383,311766.2605502506,320838.6587322629,329911.0569142752,338983.4550962875,348055.8532782998,357151.6339298533,316674.2029494207
6171,192282.94041156792,202568.7929565585,212854.64550154906,223140.49804653964,233426.3505915302,243719.91945500913,236338.2847837624,242608.7695926846,248882.13652372532,255155.5034547661,261428.87038580686,267702.2373168476,273983.32056637673,280256.6874974175,286530.0544284583,292803.421359499,272726.21993502486,281707.3553732301,290689.150093687,299670.9448141439,308652.73953460075,317634.5342550577,326616.32897551457,335598.1236959714,344579.9184164283,353584.86209235026,313511.6677082532
6172,194040.4397094922,204420.30672392913,214800.17373836602,225180.04075280292,235559.9077672398,245947.56162864927,238498.45754111174,244826.2556645991,251156.96225329913,257487.66884199923,263818.3754306993,270149.0820193994,276487.57545507204,282818.2820437721,289148.9886324722,295479.69522117224,275218.98470674834,284282.20927461545,293346.09915068786,302409.9890267603,311473.8789028327,320537.76877890516,329601.6586549776,338665.54853105,347729.43840712245,356816.6888241126,316377.21851951577
6173,197731.6400344386,208308.96160295687,218886.28317147514,229463.6047399934,240040.92630851167,250626.18285195006,243035.37564587884,249483.54646345298,255934.68107350948,262385.81568356603,268836.95029362256,275288.0849036791,281747.15448865574,288198.28909871227,294649.42370876874,301100.55831882526,280454.43154093355,289690.06438369455,298926.3751907128,308162.68599773094,317398.9968047492,326635.3076117674,335871.61841878557,345107.92922580376,354344.24003282195,363604.3557646005,322395.61186862004
6174,204276.29063338685,215203.70727989372,226131.12392640059,237058.54057290746,247985.95721941433,258921.57147780905,251079.5187911508,257741.11536595837,264405.7738307821,271070.4322956059,277735.0907604296,284399.7492252534,291072.605301965,297737.2637667888,304401.92223161255,311066.58069643634,289737.09496820485,299278.414801705,308820.4350391649,318362.4552766247,327904.47551408457,337446.4957515444,346988.51598900434,356530.53622646414,366072.556463924,375639.16953704745,333066.47179749515
6175,216333.61563684748,227906.01860823148,239478.42157961545,251050.82455099944,262623.22752238344,274204.3119663641,265899.3853081641,272954.1799124412,280012.2171335478,287070.25435465446,294128.29157576116,301186.32879686786,308253.0474905712,315311.08471167786,322369.1219327845,329427.15915389115,306838.7092023298,316943.201559855,327048.43566239893,337153.6697649427,347258.90386748663,357364.1379700305,367469.37207257433,377574.6061751182,387679.84027766204,397811.11879799596,352725.58488284895
6176,228517.8914893374,240742.07180778065,252966.25212622387,265190.4324446671,277414.6127631103,289647.9635093993,280875.2893074793,288327.421899605,295782.9797382354,303238.53757686587,310694.09541549627,318149.65325412666,325614.3815206029,333069.9393592333,340525.4971978637,347981.0550364941,324120.38530309364,334793.97979424254,345468.3578067466,356142.73581925064,366817.1138317547,377491.4918442588,388165.8698567629,398840.2478692669,409514.625881771,420216.5151778124,372591.68758626754
6177,237390.9920578728,250089.8239697932,262788.6558817136,275487.487793634,288186.3197055544,300894.6781230351,291781.3705468908,299522.8613223476,307267.9103428961,315012.95936344477,322758.00838399335,330503.057404542,338257.6329306509,346002.6819511995,353747.73097174807,361492.77999229665,336705.6264689521,347793.6649965416,358882.5174687662,369971.3699409907,381060.22241321526,392149.0748854399,403237.92735766445,414326.77982988895,425415.6323021136,436533.0642910191,387059.01657047326
6178,242725.03928438478,255709.2070826947,268693.3748810046,281677.54267931456,294661.71047762444,307655.6188369234,298337.5401674048,306252.9780545103,314172.05413855077,322091.1302225912,330010.20630663174,337929.28239067225,345858.0990357017,353777.17511974217,361696.2512037826,369615.32728782314,344271.2198280289,355608.4005856704,366946.41357684275,378284.426568015,389622.4395591874,400960.45255035977,412298.46554153215,423636.47853270447,434974.49152387684,446341.7261980161,395756.0233774159
6179,245025.76304396812,258133.0041907882,271240.24533760827,284347.48648442834,297454.7276312484,310571.80166715087,301165.399497709,309155.8656392874,317150.0044632669,325144.1432872464,333138.282111226,341132.42093520553,349136.39264826744,357130.531472247,365124.6702962265,373118.80912020605,347534.47184988175,358979.1146197355,370424.5975116324,381870.0804035293,393315.5632954262,404761.0461873231,416206.52907922,427652.0119711169,439097.4948630138,450572.47642215784,399507.2856644346
6180,239754.99625490222,252580.28659591847,265405.5769369348,278230.86727795104,291056.1576189673,303891.06933308265,294687.00895637047,302505.59160682134,310327.7679363383,318149.9442658554,325972.12059537246,333794.29692488955,341626.09462750563,349448.2709570227,357270.4472865397,365092.62361605675,340058.6328624802,351257.08909964166,362456.36738692067,373655.6456741997,384854.9239614787,396054.20224875776,407253.4805360368,418452.7588233158,429652.03711059486,440880.179517171,390913.4557458553
6181,234624.77234028425,247175.62998022162,259726.48762015897,272277.3452600963,284828.2029000337,297388.4760370753,288381.3620906514,296032.6444540663,303687.4435998045,311342.2427455427,318997.04189128097,326651.8410370192,334316.0556798617,341970.85482559993,349625.6539713381,357280.45311707637,332782.13411194494,343740.968281195,354700.6069105177,365660.24553984025,376619.8841691629,387579.52279848553,398539.1614278082,409498.8000571308,420458.43868645345,431446.3238070888,382548.77684222505
6182,231586.66455650073,243975.0037295741,256363.34290264748,268751.68207572086,281140.0212487942,293537.6539996418,284647.1713139204,292199.37880015007,299755.05753061414,307310.7362610783,314866.41499154235,322422.0937220065,329987.06603024487,337542.74476070894,345098.423491173,352654.10222163715,328473.0068963273,339289.9373822677,350107.66191149305,360925.3864407184,371743.11096994375,382560.83549916913,393378.5600283945,404196.28455761983,415014.0090868452,425859.61434939335,377595.23163466435
6183,232038.14998025703,244450.64060683447,256863.13123341187,269275.6218599893,281688.1124865667,294109.91480903805,285202.0998501028,292769.03060031554,300339.4393620615,307909.8481238075,315480.25688555354,323050.66564729955,330630.3861049395,338200.7948666855,345771.2036284315,353341.6123901775,329113.3752655299,339951.3936947399,350790.2077152472,361629.02173575433,372467.83575626154,383306.64977676875,394145.463797276,404984.2778177832,415823.0918382904,426689.8409464793,378331.3653126955
6184,237613.61973243492,250324.36073742452,263035.1017424141,275745.8427474037,288456.5837523933,301176.86019699654,292055.00606878777,299803.7568926316,307556.06929852546,315308.3817044193,323060.6941103132,330813.0065162071,338574.8543617146,346327.16676760855,354079.47917350236,361831.79157939623,337021.392412651,348119.8294149739,359219.08112525736,370318.3328355408,381417.5845458243,392516.83625610784,403616.08796639135,414715.3396766748,425814.59138695826,436942.4494160827,387422.00443294604
6185,245745.28435036822,258891.01507949224,272036.7458086162,285182.4765377402,298328.2072668642,311483.7997594759,302049.775569013,310063.705817245,318081.3195327572,326098.93324826943,334116.5469637817,342134.1606792939,350161.63615829387,358179.24987380614,366196.8635893183,374214.47730483057,348555.0112988687,360033.2614094965,371512.3541091967,382991.44680889684,394470.539508597,405949.6322082972,417428.7249079974,428907.8176076975,440386.9103073977,451895.58829756104,400680.4439500229
6186,255993.17691469679,269687.10142319597,283381.0259316951,297074.9504401943,310768.87494869344,324473.0724688269,314645.63740739366,322993.7587934902,331345.71725216217,339697.6757108342,348049.63416950626,356401.5926281783,364763.82409848465,373115.7825571567,381467.7410158287,389819.6994745007,363090.2009282106,375047.1087444019,387004.8942867072,398962.67982901254,410920.4653713179,422878.25091362325,434836.03645592864,446793.82199823397,458751.60754053935,470740.2121177475,417389.33076785924
6187,260008.85474498424,273917.59118605586,287826.32762712747,301735.06406819914,315643.80050927075,329562.9711112134,319581.3764210728,328060.45194578636,336543.4247339268,345026.39752206724,353509.3703102077,361992.3430983482,370485.7500473597,378968.72283550014,387451.69562364055,395934.668411781,368785.87332008797,380930.34507925215,393075.70833312115,405221.07158699015,417366.43484085915,429511.79809472815,441657.16134859715,453802.52460246615,465947.88785633515,478124.5535928172,423936.77512697794
6188,251424.41113054653,264873.9371964809,278323.46326241526,291772.98932834965,305222.51539428404,318682.1311271846,309030.08843204705,317229.2190840529,325432.11832756724,333635.0175710816,341837.916814596,350040.81605811033,358253.8049685909,366456.70421210525,374659.6034556196,382862.50269913394,356610.05131424713,368353.5616017494,380097.9339503973,391842.3062990451,403586.678647693,415331.05099634087,427075.4233449887,438819.7956936366,450564.16804228444,462338.8093918309,409940.0927996262
6189,241073.8317177786,253969.67094406372,266865.51017034886,279761.349396634,292657.1886229191,305562.7021471984,296308.01241378096,304169.60323603183,312034.80750532646,319900.01177462115,327765.21604391583,335630.4203132105,343505.29888049944,351370.5031497941,359235.70741908875,367100.91168838344,341929.2148794634,353189.27117270604,364450.15403796925,375711.03690323245,386971.91976849566,398232.8026337589,409493.68549902213,420754.56836428534,432015.45122954855,443305.3569887944,393063.77810162
6190,228610.74338026607,240839.89065447028,253069.0379286745,265298.18520287867,277527.3324770829,289765.6539052813,280989.41517113644,288444.57573012344,295903.1629273687,303361.75012461405,310820.3373218594,318278.9245191047,325746.6858703442,333205.27306758956,340663.86026483483,348122.44746208016,324252.0826090147,334930.01401849004,345608.72926768265,356287.44451687514,366966.15976606775,377644.87501526036,388323.5902644529,399002.30551364546,409681.020762838,420387.25847401307,372743.0798580551
6191,215347.69443686726,226867.35721163126,238387.01998639526,249906.68276115923,261426.34553592323,272954.65021824517,264687.5725241671,271710.21552989865,278736.08637452207,285761.9572191456,292787.8280637691,299813.69890839263,306848.2116605741,313874.0825051976,320899.95334982104,327925.8241944446,305440.31909320795,315498.76112609456,325557.9415235629,335617.12192103115,345676.30231849954,355735.48271596787,365794.66311343625,375853.8435109045,385913.02390837285,395998.1300285151,351118.0694216587
6192,206691.8665321797,217748.5003492428,228805.1341663059,239861.767983369,250918.40180043213,261983.33016649526,254048.54487044696,260788.91511048848,267532.3834475269,274275.8517845654,281019.3201216039,287762.78845864243,294514.55134468095,301258.0196817194,308001.4880187579,314744.95635579637,293163.2485439398,302817.3948937283,312472.24992978346,322127.10496583855,331781.96000189363,341436.8150379488,351091.67007400387,360746.52511005895,370401.38014611404,380081.1188291693,337004.9971127698
6193,201932.80288060385,212734.85859069834,223536.91430079285,234338.97001088737,245141.02572098185,255951.18499875083,248199.0974978265,254784.27125362438,261372.4717729843,267960.6722923443,274548.87281170423,281137.0733310642,287733.3774180987,294321.57793745864,300909.77845681855,307497.97897617857,286413.188255979,295845.04866026266,305277.60143336846,314710.1542064742,324142.70697958,333575.2597526858,343007.8125257916,352440.3652988973,361872.9180720031,371329.7815481323,329245.48407983145
6194,199635.81716579973,210314.99948780346,220994.1818098072,231673.36413181093,242352.54645381466,253039.7401654073,245375.83266295533,251886.1000646057,258399.3598003814,264912.6195361571,271425.8792719329,277939.1390077086,284460.4101330732,290973.6698688489,297486.92960462463,304000.18934040033,283155.238123209,292479.8111115621,301805.06859304174,311130.32607452135,320455.583556001,329780.8410374806,339106.0985189603,348431.3560004399,357756.6134819195,367105.9051321658,325500.31656466407
6195,204206.92279477362,215130.6287254062,226054.33465603876,236978.04058667136,247901.74651730392,258833.6472760915,250994.25758200808,257653.59202176964,264315.9873117953,270978.38260182104,277640.7778918468,284303.1731818725,290973.76330005325,297636.158590079,304298.5538801047,310960.94917013036,289638.70647690364,299176.78628322145,308715.5662556568,318254.3462280921,327793.1262005275,337331.90617296286,346870.6861453982,356409.4661178335,365948.2460902689,375511.6105471693,332953.36958092614
6196,220378.96003626072,232167.7619034438,243956.5637706269,255745.36563781,267534.1675049931,279331.81318452966,270871.5880146056,278058.3042056292,285248.3236490049,292438.3430923806,299628.3625357564,306818.38197913213,314017.24523486133,321207.2646782371,328397.2841216128,335587.30356498854,312576.4594365723,322869.9014006905,333164.0989801362,343458.2965595819,353752.4941390276,364046.69171847333,374340.88929791906,384635.0868773647,394929.2844568104,405250.01347331656,359321.39970864507
6197,255503.11258604328,269170.8219273971,282838.5312687509,296506.24061010475,310173.94995145855,323851.9126381547,314043.2908725437,322375.4309088562,330711.40067218745,339047.3704355188,347383.34019885014,355719.3099621815,364065.53307085513,372401.5028341865,380737.4725975178,389073.44236084906,362395.11382587795,374329.13175854844,386264.0257370449,398198.9197155414,410133.8136940379,422068.70767253445,434003.60165103094,445938.49562952743,457873.3896080239,469839.0436225475,416590.2953223245
6198,283898.0045849175,299084.6509235224,314271.2972621273,329457.94360073213,344644.58993933705,359842.6291109041,348943.943303124,358202.0611643482,367464.434362612,376726.8075608759,385989.1807591398,395251.55395740375,404525.31998862984,413787.6931868937,423050.0663851576,432312.43958342145,402669.26161944045,415929.5457837862,429190.8033517803,442452.0609197743,455713.3184877684,468974.5760557625,482235.83362375654,495497.09119175054,508758.3487597446,522053.78482662525,462887.32992096554
6199,299437.6274260816,315455.5397563905,331473.45208669937,347491.36441700824,363509.2767473171,379539.20551598334,368043.962267918,377808.8383925291,387578.20277703105,397347.567161533,407116.931546035,416886.295930537,426667.6767533962,436437.0411378982,446206.4055224001,455975.7699069021,424710.02398564614,438696.13154907455,452683.2657969962,466670.40004491777,480657.5342928394,494644.66854076105,508631.8027886827,522618.9370366043,536606.0712845259,550629.2548475196,488224.22700638964
6200,306673.0173377862,323077.97468403884,339482.9320302915,355887.8893765441,372292.8467227967,388710.11086375767,376937.1050387424,386937.9324257529,396943.3565236549,406948.7806215569,416954.20471945894,426959.62881736096,436977.35970997135,446982.7838078734,456988.2079057753,466993.6320036773,434972.40366504743,449296.4612130462,463621.57025358494,477946.67929412355,492271.78833466227,506596.89737520093,520922.0064157396,535247.1154562782,549572.224496817,563934.2539214807,500021.3170284304
6201,310282.24700139044,326880.2740190418,343478.3010366931,360076.32805434446,376674.35507199576,393284.8337228186,381373.271587169,391491.79854611814,401614.9763145731,411738.1540830281,421861.33185148315,431984.50961993815,442120.1390215647,452243.31679001974,462366.4945584747,472489.6723269297,440091.5866821432,454584.2238262676,469077.9248379301,483571.6258495926,498065.32686125516,512559.0278729177,527052.7288845802,541546.4298962427,556040.1309079053,570571.1868190824,505906.05962991493
6202,314332.53741425206,331147.22790637444,347961.9183984968,364776.60889061925,381591.2993827416,398418.60404627596,386351.5535242089,396602.16336295597,406857.484720867,417112.8060787781,427368.1274366892,437623.4487946004,447891.38432392344,458146.70568183454,468402.0270397456,478657.3483976567,445836.3521385818,460518.1699072801,475201.0654307839,489883.96095428756,504566.85647779127,519249.75200129504,533932.6475247988,548615.5430483024,563298.4385718062,578019.1766095457,512509.9387848781
