t,2024_EU27.Elec,2025_EU27.Elec,2026_EU27.Elec,2027_EU27.Elec,2028_EU27.Elec,2029_EU27.Elec,2030_EU27.Elec,2031_EU27.Elec,2032_EU27.Elec,2033_EU27.Elec,2034_EU27.Elec,2035_EU27.Elec,2036_EU27.Elec,2037_EU27.Elec,2038_EU27.Elec,2039_EU27.Elec,2040_EU27.Elec,2041_EU27.Elec,2042_EU27.Elec,2043_EU27.Elec,2044_EU27.Elec,2045_EU27.Elec,2046_EU27.Elec,2047_EU27.Elec,2048_EU27.Elec,2049_EU27.Elec,2050_EU27.Elec
4644,269952.6530863176,284393.31629768485,298833.9795090521,313274.6427204194,327715.3059317867,342166.8023488639,331803.4707951037,340606.82072663074,349414.2169688224,358221.6132110142,367029.009453206,375836.4056953977,384654.6351432994,393462.0313854912,402269.42762768286,411076.82386987464,382889.7482016729,395498.6740589623,408108.5255053476,420718.37695173273,433328.228398118,445938.07984450326,458547.9312908885,471157.78273727366,483767.6341836589,496409.98524717405,440149.84527596354
4645,263288.308961919,277372.47429143614,291456.6396209533,305540.80495047045,319624.9702799876,333719.7013749433,323612.2102693501,332198.2311517997,340788.1984532981,349378.1657547966,357968.13305629505,366558.1003577935,375158.63342473045,383748.60072622896,392338.56802772736,400928.5353292258,373437.3163972544,385734.96462866646,398033.51559907757,410332.06656948855,422630.61753989966,434929.16851031076,447227.71948072186,459526.2704511329,471824.821421544,484155.06968827057,429283.82858124387
4646,259844.18103184682,273744.1085295575,287644.03602726816,301543.9635249788,315443.89102268947,329354.2460729115,319378.97311462986,327852.6785112684,336330.27870304533,344807.8788948224,353285.4790865994,361763.0792783764,370251.10702266486,378728.7072144419,387206.30740621884,395683.9075979959,368552.3068933914,380689.0870865871,392826.7582098693,404964.4293331515,417102.1004564338,429239.771579716,441377.44270299823,453515.1138262804,465652.7849495626,477821.7387303791,423668.2794906884
4647,258373.5219792344,272194.77904405724,286016.03610888,299837.29317370284,313658.5502385256,327490.17583828076,317571.36065950425,325997.1068080224,334426.72570802306,342856.34460802376,351285.96350802446,359715.5824080252,368155.56984295824,376585.188742959,385014.80764295964,393444.42654296034,366466.38453660975,378534.4733102408,390603.44797149644,402672.422632752,414741.39729400765,426810.37195526325,438879.3466165189,450948.3212777745,463017.2959390301,475117.3762050828,421270.41324614343
4648,258861.7125297161,272709.084527072,286556.4565244279,300403.8285217838,314251.2005191397,328108.9606425251,318171.4041012236,326613.0704942736,335058.6169562768,343504.16341828014,351949.7098802834,360395.25634228665,368851.1909303194,377296.7373923227,385742.28385432594,394187.8303163292,367158.8139489949,379249.70508587325,391341.48378423956,403433.2624826058,415525.0411809721,427616.81987933844,439708.5985777047,451800.37727607094,463892.15597443725,476015.0990508921,422066.3935515898
4649,261138.78102882626,275107.9609763131,289077.1409238,303046.32087128685,317015.50081877375,330995.16027109744,320970.1883421081,329486.11157459475,338005.9490069329,346525.7864392711,355045.62387160934,363565.46130394755,372095.7782411226,380615.6156734608,389135.453105799,397655.2905381372,370388.5143216135,382585.76258278376,394783.90621284733,406982.04984291084,419180.1934729744,431378.337103038,443576.48073310155,455774.62436316506,467972.7679932286,480202.35013780266,425779.08663353417
4650,259752.51808645867,273647.54222905065,287542.56637164264,301437.5905142346,315332.6146568266,329238.062673494,319266.308604482,327737.02480662736,336211.6344299786,344686.2440533299,353160.85367668123,361635.46330003254,370120.4967974593,378595.1064208106,387069.7160441619,395544.3256675132,368422.29593895987,380554.7947469976,392688.18417083635,404821.5735946751,416954.96301851387,429088.3524423526,441221.7418661914,453355.1312900301,465488.52071386884,477653.181759934,423518.82575956604
4651,254537.19420583596,268153.2333677758,281769.2725297157,295385.31169165554,309001.35085359536,322627.60459855245,312856.063899986,321156.7046440744,329461.16063706536,337765.61663005647,346070.07262304757,354374.5286160386,362689.19919204694,370993.655185038,379298.11117802904,387602.56717102014,361025.09489421477,372913.9967922733,384803.7714243048,396693.5460563363,408583.3206883678,420473.0953203993,432362.86995243083,444252.64458446234,456142.41921649384,468062.83759757696,415015.3938692851
4652,250513.30789553715,263914.0960260701,277314.8841566031,290715.672287136,304116.46041766903,317527.30165257596,307910.2357016792,316079.65462272096,324252.82847877743,332426.0023348339,340599.17619089043,348772.3500469469,356955.5770073774,365128.75086343393,373301.92471949034,381475.0985755469,355317.7799316542,367018.7344857446,378720.54797707277,390422.3614684008,402124.17495972896,413825.98845105706,425527.8019423852,437229.61543371325,448931.4289250414,460663.4017294915,408454.56582541415
4653,247710.67790971714,260961.5440621973,274212.41021467745,287463.2763671576,300714.14251963777,313974.94930689095,304465.47475557297,312543.4978995713,320625.2339700636,328706.97004055604,336788.70611104846,344870.4421815409,352962.1188868063,361043.8549572987,369125.5910277911,377207.3270982835,351342.6447466336,362912.69429463276,374483.5931704669,386054.49204630096,397625.39092213515,409196.2897979693,420767.1886738034,432338.08754963754,443908.98642547167,455509.70720562496,403884.9602278355
4654,236914.8621709536,249588.22431525638,262261.58645955916,274934.94860386197,287608.3107481647,300291.1802909254,291196.151075169,298922.1149129962,306651.62985922134,314381.1448054465,322110.6597516717,329840.17469789693,337579.19704257994,345308.7119888051,353038.22693503025,360767.74188125547,336030.303406076,347096.1028988793,358162.7147038069,369229.32650873443,380295.938313662,391362.5501185896,402429.1619235172,413495.77372844465,424562.38553337223,435657.51953367336,386282.7008215343
4655,221960.16248944396,233833.5481228333,245706.93375622263,257580.31938961198,269453.7050230013,281335.9979224322,272815.07127360575,280053.3516124487,287294.95890423073,294536.56619601283,301778.17348779493,309019.78077957703,316270.2953374007,323511.9026291828,330753.50992096483,337995.11721274693,314819.1720094382,325186.4686449946,335554.52631736157,345922.58398972853,356290.64166209556,366658.6993344625,377026.7570068295,387394.81467919645,397762.8723515635,408157.6518220551,361899.50371007546
4656,209842.46758722042,221067.6375095193,232292.80743181813,243517.97735411697,254743.1472764158,265976.73818140203,257921.00307080767,264764.11667441705,271610.37559926993,278456.63452412287,285302.8934489758,292149.15237382875,299003.8322813691,305850.091206222,312696.3501310749,319542.60905592784,297631.93159208435,307433.23595145246,317235.25979958137,327037.2836477103,336839.3074958392,346641.33134396817,356443.3551920971,366245.37904022593,376047.4028883549,385874.689684546,342141.9592839068
4657,202278.36752405067,213098.90863362807,223919.4497432055,234739.9908527829,245560.5319623603,256389.19050712872,248623.83697257825,255220.2798396275,261819.75464989486,268419.2294601622,275018.7042704297,281618.17908069707,288225.77132615546,294825.24613642285,301424.7209466902,308024.1957569576,286903.32294368825,296351.3239523272,305800.0185146289,315248.7130769305,324697.4076392322,334146.10220153385,343594.79676383553,353043.49132613715,362492.1858884388,371965.2327563134,329808.9170470834
4658,196857.7745737567,207388.35017899037,217918.92578422403,228449.5013894577,238980.07699469136,249518.5525066056,241961.2925074201,248380.9659445999,254803.59007592392,261226.21420724798,267648.83833857207,274071.4624698961,280501.98650790076,286924.6106392248,293347.2347705489,299769.85890187294,279214.97668699047,288409.79309517675,297605.28447138984,306800.7758476028,315996.2672238159,325191.75860002893,334387.24997624196,343582.741352455,352778.232728668,361997.4238249229,320970.7999880413
4659,193651.83523748035,204010.91450918312,214369.99378088588,224729.07305258865,235088.1523242914,245455.002848261,238020.8170693257,244335.94252183553,250653.9706147795,256971.9987077235,263290.0268006675,269608.0548936115,275933.85423882236,282251.88233176636,288569.9104247103,294887.9385176543,274667.8040951205,283712.877757933,292758.61539653916,301804.3530351453,310850.0906737515,319895.82831235765,328941.5659509638,337987.30358957,347033.04122817615,356102.09262358287,315743.6103801845
4660,191713.3498936034,201968.7331516865,212224.11640976963,222479.49966785274,232734.88292593588,242997.95964482776,235638.19123538677,241890.10128836567,248144.8849258912,254399.66856341678,260654.45220094235,266909.2358384679,273171.71293680224,279426.4965743278,285681.2802118533,291936.0638493789,271918.3361542651,280872.8672063755,289828.05558777746,298783.24396917934,307738.4323505813,316693.6207319832,325648.80911338516,334603.99749478704,343559.1858761889,352537.4546400171,312582.9671547062
4661,193687.80797375282,204048.81154648899,214409.81511922512,224770.8186919613,235131.82226469746,245500.59853328715,238065.03178110105,244381.33033038094,250700.532059289,257019.7337881971,263338.9355171052,269658.1372460133,275985.11167077493,282304.31339968304,288623.51512859116,294942.71685749927,274718.82634578564,283765.58022014395,292812.998193636,301860.416167128,310907.8341406201,319955.25211411214,329002.6700876042,338050.0880610962,347097.50603458827,356168.24209564086,315802.26286655
4662,201132.76618220305,211892.02527449714,222651.28436679125,233410.54345908534,244169.80255137943,254937.13310585832,247215.75856687714,253774.8425512519,260336.94130746726,266899.04006368265,273461.138819898,280023.23757611343,286593.40779451357,293155.506550729,299717.6053069443,306279.7040631597,285278.44908412563,294672.9414414651,304068.12342453364,313463.3054076021,322858.48739067063,332253.66937373916,341648.8513568077,351044.03333987616,360439.2153229447,369858.61169256753,327941.0478203974
4663,214042.1751640441,225492.001380733,236941.8275974219,248391.65381411082,259841.48003079972,271299.8957645304,263082.93622606,270063.00531051453,277046.2826654793,284029.5600204441,291012.8373754089,297996.1147303737,304987.9816023803,311971.2589573451,318954.53631230985,325937.81366727466,303588.62421290664,313586.0881611992,323584.28599782777,333582.4838344563,343580.6816710849,353578.8795077135,363577.077344342,373575.27518097055,383573.47301759914,393597.43940535304,348989.45872134395
4664,227480.3510297721,239649.02986610928,251817.70870244646,263986.38753878366,276155.06637512083,288332.8740027831,279600.03039952536,287018.328051971,294440.03539926436,301861.7427465578,309283.45009385125,316705.1574411447,324135.99357976316,331557.7009270566,338979.40827435,346401.11562164343,322648.78055770526,333273.9136961724,343899.8267985704,354525.73990096827,365151.65300336626,375777.56610576424,386403.4792081622,397029.39231056016,407655.3054129581,418308.6048893313,370900.008443558
4665,237763.41735896995,250482.17153608406,263200.9257131982,275919.6798903123,288638.4340674264,301366.72969553614,292239.12492012314,299992.76075217203,307749.96041158214,315507.16007099237,323264.3597304026,331021.55938981276,338788.3005002185,346545.50015962875,354302.6998190389,362059.8994784491,337233.8592095113,348339.2929467986,359445.54190565896,370551.79086451925,381658.03982337966,392764.28878224,403870.53774110036,414976.78669996065,426083.03565882106,437217.90897066816,387666.24504843284
4666,244251.6834046069,257317.51646284925,270383.3495210916,283449.18257933395,296515.0156375763,309590.6505210686,300213.9648365732,308179.18768506945,316148.07161331474,324116.9555415601,332085.8394698054,340054.72339805076,348033.40915154613,356002.2930797915,363971.17700803676,371940.0609362821,346436.54910374637,357845.03622679034,369254.3608177837,380663.685408777,392073.00999977026,403482.3345907636,414891.65918175696,426300.98377275025,437710.30836374353,449149.03843048686,398245.1716248027
4667,246393.16455428174,259573.5525454073,272753.94053653284,285934.32852765836,299114.71651878394,312304.99227284355,302846.0963232647,310881.1544103364,318919.9056757415,326958.65694114665,334997.40820655186,343036.159471957,351084.79850029625,359123.5497657014,367162.3010311065,375201.05229651165,349473.93795250665,360982.449197308,372491.80525257444,384001.1613078408,395510.51736310724,407019.8734183737,418529.2294736401,430038.5855289065,441547.9415841729,453086.96092824155,401736.7935292905
4668,241992.44908860384,254937.4282063497,267882.40732409555,280827.3864418414,293772.36555958726,306727.0558394619,297437.10089832725,305328.64849290875,313223.82330365694,321118.9981144052,329014.1729251534,336909.34773590165,344814.2337087787,352709.40851952694,360604.5833302751,368499.75814102334,343232.1440034698,354535.10699974914,365838.89971772075,377142.69243569236,388446.48515366396,399750.2778716356,411054.07058960723,422357.86330757884,433661.6560255505,444994.5822299086,394561.556652836
4669,237729.48009746274,250446.4188578431,263163.3576182234,275880.2963786038,288597.2351389841,301323.713988457,292197.4120455556,299949.9411591286,307706.0335913786,315462.1260236286,323218.21845587855,330974.31088812853,338739.9434094711,346496.03584172105,354252.128273971,362008.220706221,337185.7239925961,348289.572591122,359394.23629486,370498.899998598,381603.56370233593,392708.22740607394,403812.8911098119,414917.55481354985,426022.21851728787,437155.5024883035,387610.91134368605
4670,235204.83509056922,247786.72221187138,260368.60933317358,272950.49645447574,285532.38357577793,298123.7094721148,289094.32724073634,296764.52586711297,304438.2499703527,312111.9740735925,319785.69817683235,327459.4222800722,335142.5851583467,342816.3092615865,350490.0333648263,358163.7574680661,333604.8712766238,344590.79896811675,355577.53310854867,366564.2672489805,377551.00138941244,388537.73552984436,399524.4696702763,410511.20381070813,421497.93795114005,432512.9884166762,383494.55206195085
